seq_imag,name,imag_path,json_path,gtim_path
446,hanover_000000_038927,fullImages\hanover_000000_038927_leftImg8bit.png,fullImages\hanover_000000_038927_gtFine_polygons.json,fullImages\hanover_000000_038927_gtFine_labelIds.png
447,hanover_000000_039470,fullImages\hanover_000000_039470_leftImg8bit.png,fullImages\hanover_000000_039470_gtFine_polygons.json,fullImages\hanover_000000_039470_gtFine_labelIds.png
448,hanover_000000_042255,fullImages\hanover_000000_042255_leftImg8bit.png,fullImages\hanover_000000_042255_gtFine_polygons.json,fullImages\hanover_000000_042255_gtFine_labelIds.png
449,hanover_000000_042770,fullImages\hanover_000000_042770_leftImg8bit.png,fullImages\hanover_000000_042770_gtFine_polygons.json,fullImages\hanover_000000_042770_gtFine_labelIds.png
450,hanover_000000_043236,fullImages\hanover_000000_043236_leftImg8bit.png,fullImages\hanover_000000_043236_gtFine_polygons.json,fullImages\hanover_000000_043236_gtFine_labelIds.png
451,hanover_000000_043653,fullImages\hanover_000000_043653_leftImg8bit.png,fullImages\hanover_000000_043653_gtFine_polygons.json,fullImages\hanover_000000_043653_gtFine_labelIds.png
452,hanover_000000_043822,fullImages\hanover_000000_043822_leftImg8bit.png,fullImages\hanover_000000_043822_gtFine_polygons.json,fullImages\hanover_000000_043822_gtFine_labelIds.png
453,hanover_000000_044085,fullImages\hanover_000000_044085_leftImg8bit.png,fullImages\hanover_000000_044085_gtFine_polygons.json,fullImages\hanover_000000_044085_gtFine_labelIds.png
454,hanover_000000_045004,fullImages\hanover_000000_045004_leftImg8bit.png,fullImages\hanover_000000_045004_gtFine_polygons.json,fullImages\hanover_000000_045004_gtFine_labelIds.png
455,hanover_000000_045446,fullImages\hanover_000000_045446_leftImg8bit.png,fullImages\hanover_000000_045446_gtFine_polygons.json,fullImages\hanover_000000_045446_gtFine_labelIds.png
456,hanover_000000_045657,fullImages\hanover_000000_045657_leftImg8bit.png,fullImages\hanover_000000_045657_gtFine_polygons.json,fullImages\hanover_000000_045657_gtFine_labelIds.png
457,hanover_000000_046954,fullImages\hanover_000000_046954_leftImg8bit.png,fullImages\hanover_000000_046954_gtFine_polygons.json,fullImages\hanover_000000_046954_gtFine_labelIds.png
458,hanover_000000_047499,fullImages\hanover_000000_047499_leftImg8bit.png,fullImages\hanover_000000_047499_gtFine_polygons.json,fullImages\hanover_000000_047499_gtFine_labelIds.png
459,hanover_000000_047629,fullImages\hanover_000000_047629_leftImg8bit.png,fullImages\hanover_000000_047629_gtFine_polygons.json,fullImages\hanover_000000_047629_gtFine_labelIds.png
460,hanover_000000_047870,fullImages\hanover_000000_047870_leftImg8bit.png,fullImages\hanover_000000_047870_gtFine_polygons.json,fullImages\hanover_000000_047870_gtFine_labelIds.png
461,hanover_000000_048379,fullImages\hanover_000000_048379_leftImg8bit.png,fullImages\hanover_000000_048379_gtFine_polygons.json,fullImages\hanover_000000_048379_gtFine_labelIds.png
462,hanover_000000_048508,fullImages\hanover_000000_048508_leftImg8bit.png,fullImages\hanover_000000_048508_gtFine_polygons.json,fullImages\hanover_000000_048508_gtFine_labelIds.png
463,hanover_000000_048765,fullImages\hanover_000000_048765_leftImg8bit.png,fullImages\hanover_000000_048765_gtFine_polygons.json,fullImages\hanover_000000_048765_gtFine_labelIds.png
464,hanover_000000_049269,fullImages\hanover_000000_049269_leftImg8bit.png,fullImages\hanover_000000_049269_gtFine_polygons.json,fullImages\hanover_000000_049269_gtFine_labelIds.png
465,hanover_000000_049465,fullImages\hanover_000000_049465_leftImg8bit.png,fullImages\hanover_000000_049465_gtFine_polygons.json,fullImages\hanover_000000_049465_gtFine_labelIds.png
466,hanover_000000_050228,fullImages\hanover_000000_050228_leftImg8bit.png,fullImages\hanover_000000_050228_gtFine_polygons.json,fullImages\hanover_000000_050228_gtFine_labelIds.png
467,hanover_000000_050398,fullImages\hanover_000000_050398_leftImg8bit.png,fullImages\hanover_000000_050398_gtFine_polygons.json,fullImages\hanover_000000_050398_gtFine_labelIds.png
468,hanover_000000_051059,fullImages\hanover_000000_051059_leftImg8bit.png,fullImages\hanover_000000_051059_gtFine_polygons.json,fullImages\hanover_000000_051059_gtFine_labelIds.png
469,hanover_000000_051152,fullImages\hanover_000000_051152_leftImg8bit.png,fullImages\hanover_000000_051152_gtFine_polygons.json,fullImages\hanover_000000_051152_gtFine_labelIds.png
470,hanover_000000_051271,fullImages\hanover_000000_051271_leftImg8bit.png,fullImages\hanover_000000_051271_gtFine_polygons.json,fullImages\hanover_000000_051271_gtFine_labelIds.png
471,hanover_000000_051536,fullImages\hanover_000000_051536_leftImg8bit.png,fullImages\hanover_000000_051536_gtFine_polygons.json,fullImages\hanover_000000_051536_gtFine_labelIds.png
472,hanover_000000_052512,fullImages\hanover_000000_052512_leftImg8bit.png,fullImages\hanover_000000_052512_gtFine_polygons.json,fullImages\hanover_000000_052512_gtFine_labelIds.png
473,hanover_000000_052649,fullImages\hanover_000000_052649_leftImg8bit.png,fullImages\hanover_000000_052649_gtFine_polygons.json,fullImages\hanover_000000_052649_gtFine_labelIds.png
474,hanover_000000_053604,fullImages\hanover_000000_053604_leftImg8bit.png,fullImages\hanover_000000_053604_gtFine_polygons.json,fullImages\hanover_000000_053604_gtFine_labelIds.png
475,hanover_000000_054276,fullImages\hanover_000000_054276_leftImg8bit.png,fullImages\hanover_000000_054276_gtFine_polygons.json,fullImages\hanover_000000_054276_gtFine_labelIds.png
476,hanover_000000_055124,fullImages\hanover_000000_055124_leftImg8bit.png,fullImages\hanover_000000_055124_gtFine_polygons.json,fullImages\hanover_000000_055124_gtFine_labelIds.png
477,hanover_000000_055592,fullImages\hanover_000000_055592_leftImg8bit.png,fullImages\hanover_000000_055592_gtFine_polygons.json,fullImages\hanover_000000_055592_gtFine_labelIds.png
478,hanover_000000_055800,fullImages\hanover_000000_055800_leftImg8bit.png,fullImages\hanover_000000_055800_gtFine_polygons.json,fullImages\hanover_000000_055800_gtFine_labelIds.png
479,hanover_000000_055937,fullImages\hanover_000000_055937_leftImg8bit.png,fullImages\hanover_000000_055937_gtFine_polygons.json,fullImages\hanover_000000_055937_gtFine_labelIds.png
480,hanover_000000_056142,fullImages\hanover_000000_056142_leftImg8bit.png,fullImages\hanover_000000_056142_gtFine_polygons.json,fullImages\hanover_000000_056142_gtFine_labelIds.png
481,hanover_000000_056361,fullImages\hanover_000000_056361_leftImg8bit.png,fullImages\hanover_000000_056361_gtFine_polygons.json,fullImages\hanover_000000_056361_gtFine_labelIds.png
482,hanover_000000_056457,fullImages\hanover_000000_056457_leftImg8bit.png,fullImages\hanover_000000_056457_gtFine_polygons.json,fullImages\hanover_000000_056457_gtFine_labelIds.png
483,hanover_000000_056601,fullImages\hanover_000000_056601_leftImg8bit.png,fullImages\hanover_000000_056601_gtFine_polygons.json,fullImages\hanover_000000_056601_gtFine_labelIds.png
484,hanover_000000_057532,fullImages\hanover_000000_057532_leftImg8bit.png,fullImages\hanover_000000_057532_gtFine_polygons.json,fullImages\hanover_000000_057532_gtFine_labelIds.png
485,hanover_000000_057710,fullImages\hanover_000000_057710_leftImg8bit.png,fullImages\hanover_000000_057710_gtFine_polygons.json,fullImages\hanover_000000_057710_gtFine_labelIds.png
486,jena_000004_000019,fullImages\jena_000004_000019_leftImg8bit.png,fullImages\jena_000004_000019_gtFine_polygons.json,fullImages\jena_000004_000019_gtFine_labelIds.png
487,jena_000026_000019,fullImages\jena_000026_000019_leftImg8bit.png,fullImages\jena_000026_000019_gtFine_polygons.json,fullImages\jena_000026_000019_gtFine_labelIds.png
488,jena_000029_000019,fullImages\jena_000029_000019_leftImg8bit.png,fullImages\jena_000029_000019_gtFine_polygons.json,fullImages\jena_000029_000019_gtFine_labelIds.png
489,jena_000030_000019,fullImages\jena_000030_000019_leftImg8bit.png,fullImages\jena_000030_000019_gtFine_polygons.json,fullImages\jena_000030_000019_gtFine_labelIds.png
490,jena_000031_000019,fullImages\jena_000031_000019_leftImg8bit.png,fullImages\jena_000031_000019_gtFine_polygons.json,fullImages\jena_000031_000019_gtFine_labelIds.png
491,jena_000032_000019,fullImages\jena_000032_000019_leftImg8bit.png,fullImages\jena_000032_000019_gtFine_polygons.json,fullImages\jena_000032_000019_gtFine_labelIds.png
492,jena_000033_000019,fullImages\jena_000033_000019_leftImg8bit.png,fullImages\jena_000033_000019_gtFine_polygons.json,fullImages\jena_000033_000019_gtFine_labelIds.png
493,jena_000036_000019,fullImages\jena_000036_000019_leftImg8bit.png,fullImages\jena_000036_000019_gtFine_polygons.json,fullImages\jena_000036_000019_gtFine_labelIds.png
494,jena_000042_000019,fullImages\jena_000042_000019_leftImg8bit.png,fullImages\jena_000042_000019_gtFine_polygons.json,fullImages\jena_000042_000019_gtFine_labelIds.png
495,jena_000050_000019,fullImages\jena_000050_000019_leftImg8bit.png,fullImages\jena_000050_000019_gtFine_polygons.json,fullImages\jena_000050_000019_gtFine_labelIds.png
496,jena_000051_000019,fullImages\jena_000051_000019_leftImg8bit.png,fullImages\jena_000051_000019_gtFine_polygons.json,fullImages\jena_000051_000019_gtFine_labelIds.png
497,jena_000052_000019,fullImages\jena_000052_000019_leftImg8bit.png,fullImages\jena_000052_000019_gtFine_polygons.json,fullImages\jena_000052_000019_gtFine_labelIds.png
498,jena_000053_000019,fullImages\jena_000053_000019_leftImg8bit.png,fullImages\jena_000053_000019_gtFine_polygons.json,fullImages\jena_000053_000019_gtFine_labelIds.png
499,jena_000075_000019,fullImages\jena_000075_000019_leftImg8bit.png,fullImages\jena_000075_000019_gtFine_polygons.json,fullImages\jena_000075_000019_gtFine_labelIds.png
500,jena_000076_000019,fullImages\jena_000076_000019_leftImg8bit.png,fullImages\jena_000076_000019_gtFine_polygons.json,fullImages\jena_000076_000019_gtFine_labelIds.png
501,jena_000077_000019,fullImages\jena_000077_000019_leftImg8bit.png,fullImages\jena_000077_000019_gtFine_polygons.json,fullImages\jena_000077_000019_gtFine_labelIds.png
502,jena_000081_000019,fullImages\jena_000081_000019_leftImg8bit.png,fullImages\jena_000081_000019_gtFine_polygons.json,fullImages\jena_000081_000019_gtFine_labelIds.png
503,jena_000086_000019,fullImages\jena_000086_000019_leftImg8bit.png,fullImages\jena_000086_000019_gtFine_polygons.json,fullImages\jena_000086_000019_gtFine_labelIds.png
504,jena_000090_000019,fullImages\jena_000090_000019_leftImg8bit.png,fullImages\jena_000090_000019_gtFine_polygons.json,fullImages\jena_000090_000019_gtFine_labelIds.png
505,jena_000094_000019,fullImages\jena_000094_000019_leftImg8bit.png,fullImages\jena_000094_000019_gtFine_polygons.json,fullImages\jena_000094_000019_gtFine_labelIds.png
506,jena_000096_000019,fullImages\jena_000096_000019_leftImg8bit.png,fullImages\jena_000096_000019_gtFine_polygons.json,fullImages\jena_000096_000019_gtFine_labelIds.png
507,jena_000105_000019,fullImages\jena_000105_000019_leftImg8bit.png,fullImages\jena_000105_000019_gtFine_polygons.json,fullImages\jena_000105_000019_gtFine_labelIds.png
508,jena_000108_000019,fullImages\jena_000108_000019_leftImg8bit.png,fullImages\jena_000108_000019_gtFine_polygons.json,fullImages\jena_000108_000019_gtFine_labelIds.png
509,krefeld_000000_001566,fullImages\krefeld_000000_001566_leftImg8bit.png,fullImages\krefeld_000000_001566_gtFine_polygons.json,fullImages\krefeld_000000_001566_gtFine_labelIds.png
510,krefeld_000000_004447,fullImages\krefeld_000000_004447_leftImg8bit.png,fullImages\krefeld_000000_004447_gtFine_polygons.json,fullImages\krefeld_000000_004447_gtFine_labelIds.png
511,krefeld_000000_004608,fullImages\krefeld_000000_004608_leftImg8bit.png,fullImages\krefeld_000000_004608_gtFine_polygons.json,fullImages\krefeld_000000_004608_gtFine_labelIds.png
512,krefeld_000000_005503,fullImages\krefeld_000000_005503_leftImg8bit.png,fullImages\krefeld_000000_005503_gtFine_polygons.json,fullImages\krefeld_000000_005503_gtFine_labelIds.png
513,krefeld_000000_006274,fullImages\krefeld_000000_006274_leftImg8bit.png,fullImages\krefeld_000000_006274_gtFine_polygons.json,fullImages\krefeld_000000_006274_gtFine_labelIds.png
514,krefeld_000000_007325,fullImages\krefeld_000000_007325_leftImg8bit.png,fullImages\krefeld_000000_007325_gtFine_polygons.json,fullImages\krefeld_000000_007325_gtFine_labelIds.png
515,krefeld_000000_009404,fullImages\krefeld_000000_009404_leftImg8bit.png,fullImages\krefeld_000000_009404_gtFine_polygons.json,fullImages\krefeld_000000_009404_gtFine_labelIds.png
516,krefeld_000000_009926,fullImages\krefeld_000000_009926_leftImg8bit.png,fullImages\krefeld_000000_009926_gtFine_polygons.json,fullImages\krefeld_000000_009926_gtFine_labelIds.png
517,krefeld_000000_012505,fullImages\krefeld_000000_012505_leftImg8bit.png,fullImages\krefeld_000000_012505_gtFine_polygons.json,fullImages\krefeld_000000_012505_gtFine_labelIds.png
518,krefeld_000000_013257,fullImages\krefeld_000000_013257_leftImg8bit.png,fullImages\krefeld_000000_013257_gtFine_polygons.json,fullImages\krefeld_000000_013257_gtFine_labelIds.png
519,krefeld_000000_014886,fullImages\krefeld_000000_014886_leftImg8bit.png,fullImages\krefeld_000000_014886_gtFine_polygons.json,fullImages\krefeld_000000_014886_gtFine_labelIds.png
520,krefeld_000000_016342,fullImages\krefeld_000000_016342_leftImg8bit.png,fullImages\krefeld_000000_016342_gtFine_polygons.json,fullImages\krefeld_000000_016342_gtFine_labelIds.png
521,krefeld_000000_017042,fullImages\krefeld_000000_017042_leftImg8bit.png,fullImages\krefeld_000000_017042_gtFine_polygons.json,fullImages\krefeld_000000_017042_gtFine_labelIds.png
522,krefeld_000000_019125,fullImages\krefeld_000000_019125_leftImg8bit.png,fullImages\krefeld_000000_019125_gtFine_polygons.json,fullImages\krefeld_000000_019125_gtFine_labelIds.png
523,krefeld_000000_019697,fullImages\krefeld_000000_019697_leftImg8bit.png,fullImages\krefeld_000000_019697_gtFine_polygons.json,fullImages\krefeld_000000_019697_gtFine_labelIds.png
524,krefeld_000000_021222,fullImages\krefeld_000000_021222_leftImg8bit.png,fullImages\krefeld_000000_021222_gtFine_polygons.json,fullImages\krefeld_000000_021222_gtFine_labelIds.png
525,krefeld_000000_021553,fullImages\krefeld_000000_021553_leftImg8bit.png,fullImages\krefeld_000000_021553_gtFine_polygons.json,fullImages\krefeld_000000_021553_gtFine_labelIds.png
526,krefeld_000000_022162,fullImages\krefeld_000000_022162_leftImg8bit.png,fullImages\krefeld_000000_022162_gtFine_polygons.json,fullImages\krefeld_000000_022162_gtFine_labelIds.png
527,krefeld_000000_023338,fullImages\krefeld_000000_023338_leftImg8bit.png,fullImages\krefeld_000000_023338_gtFine_polygons.json,fullImages\krefeld_000000_023338_gtFine_labelIds.png
528,krefeld_000000_025434,fullImages\krefeld_000000_025434_leftImg8bit.png,fullImages\krefeld_000000_025434_gtFine_polygons.json,fullImages\krefeld_000000_025434_gtFine_labelIds.png
529,krefeld_000000_032390,fullImages\krefeld_000000_032390_leftImg8bit.png,fullImages\krefeld_000000_032390_gtFine_polygons.json,fullImages\krefeld_000000_032390_gtFine_labelIds.png
530,krefeld_000000_034156,fullImages\krefeld_000000_034156_leftImg8bit.png,fullImages\krefeld_000000_034156_gtFine_polygons.json,fullImages\krefeld_000000_034156_gtFine_labelIds.png
531,krefeld_000000_034389,fullImages\krefeld_000000_034389_leftImg8bit.png,fullImages\krefeld_000000_034389_gtFine_polygons.json,fullImages\krefeld_000000_034389_gtFine_labelIds.png
532,krefeld_000000_034686,fullImages\krefeld_000000_034686_leftImg8bit.png,fullImages\krefeld_000000_034686_gtFine_polygons.json,fullImages\krefeld_000000_034686_gtFine_labelIds.png
533,krefeld_000000_036299,fullImages\krefeld_000000_036299_leftImg8bit.png,fullImages\krefeld_000000_036299_gtFine_polygons.json,fullImages\krefeld_000000_036299_gtFine_labelIds.png
534,stuttgart_000000_000019,fullImages\stuttgart_000000_000019_leftImg8bit.png,fullImages\stuttgart_000000_000019_gtFine_polygons.json,fullImages\stuttgart_000000_000019_gtFine_labelIds.png
535,stuttgart_000002_000019,fullImages\stuttgart_000002_000019_leftImg8bit.png,fullImages\stuttgart_000002_000019_gtFine_polygons.json,fullImages\stuttgart_000002_000019_gtFine_labelIds.png
536,stuttgart_000004_000019,fullImages\stuttgart_000004_000019_leftImg8bit.png,fullImages\stuttgart_000004_000019_gtFine_polygons.json,fullImages\stuttgart_000004_000019_gtFine_labelIds.png
537,stuttgart_000006_000019,fullImages\stuttgart_000006_000019_leftImg8bit.png,fullImages\stuttgart_000006_000019_gtFine_polygons.json,fullImages\stuttgart_000006_000019_gtFine_labelIds.png
538,stuttgart_000027_000019,fullImages\stuttgart_000027_000019_leftImg8bit.png,fullImages\stuttgart_000027_000019_gtFine_polygons.json,fullImages\stuttgart_000027_000019_gtFine_labelIds.png
539,stuttgart_000030_000019,fullImages\stuttgart_000030_000019_leftImg8bit.png,fullImages\stuttgart_000030_000019_gtFine_polygons.json,fullImages\stuttgart_000030_000019_gtFine_labelIds.png
540,stuttgart_000035_000019,fullImages\stuttgart_000035_000019_leftImg8bit.png,fullImages\stuttgart_000035_000019_gtFine_polygons.json,fullImages\stuttgart_000035_000019_gtFine_labelIds.png
541,stuttgart_000036_000019,fullImages\stuttgart_000036_000019_leftImg8bit.png,fullImages\stuttgart_000036_000019_gtFine_polygons.json,fullImages\stuttgart_000036_000019_gtFine_labelIds.png
542,stuttgart_000048_000019,fullImages\stuttgart_000048_000019_leftImg8bit.png,fullImages\stuttgart_000048_000019_gtFine_polygons.json,fullImages\stuttgart_000048_000019_gtFine_labelIds.png
543,stuttgart_000050_000019,fullImages\stuttgart_000050_000019_leftImg8bit.png,fullImages\stuttgart_000050_000019_gtFine_polygons.json,fullImages\stuttgart_000050_000019_gtFine_labelIds.png
544,stuttgart_000053_000019,fullImages\stuttgart_000053_000019_leftImg8bit.png,fullImages\stuttgart_000053_000019_gtFine_polygons.json,fullImages\stuttgart_000053_000019_gtFine_labelIds.png
545,stuttgart_000054_000019,fullImages\stuttgart_000054_000019_leftImg8bit.png,fullImages\stuttgart_000054_000019_gtFine_polygons.json,fullImages\stuttgart_000054_000019_gtFine_labelIds.png
546,stuttgart_000055_000019,fullImages\stuttgart_000055_000019_leftImg8bit.png,fullImages\stuttgart_000055_000019_gtFine_polygons.json,fullImages\stuttgart_000055_000019_gtFine_labelIds.png
547,stuttgart_000057_000019,fullImages\stuttgart_000057_000019_leftImg8bit.png,fullImages\stuttgart_000057_000019_gtFine_polygons.json,fullImages\stuttgart_000057_000019_gtFine_labelIds.png
548,stuttgart_000068_000019,fullImages\stuttgart_000068_000019_leftImg8bit.png,fullImages\stuttgart_000068_000019_gtFine_polygons.json,fullImages\stuttgart_000068_000019_gtFine_labelIds.png
549,stuttgart_000070_000019,fullImages\stuttgart_000070_000019_leftImg8bit.png,fullImages\stuttgart_000070_000019_gtFine_polygons.json,fullImages\stuttgart_000070_000019_gtFine_labelIds.png
550,stuttgart_000072_000019,fullImages\stuttgart_000072_000019_leftImg8bit.png,fullImages\stuttgart_000072_000019_gtFine_polygons.json,fullImages\stuttgart_000072_000019_gtFine_labelIds.png
551,stuttgart_000076_000019,fullImages\stuttgart_000076_000019_leftImg8bit.png,fullImages\stuttgart_000076_000019_gtFine_polygons.json,fullImages\stuttgart_000076_000019_gtFine_labelIds.png
552,stuttgart_000079_000019,fullImages\stuttgart_000079_000019_leftImg8bit.png,fullImages\stuttgart_000079_000019_gtFine_polygons.json,fullImages\stuttgart_000079_000019_gtFine_labelIds.png
553,stuttgart_000081_000019,fullImages\stuttgart_000081_000019_leftImg8bit.png,fullImages\stuttgart_000081_000019_gtFine_polygons.json,fullImages\stuttgart_000081_000019_gtFine_labelIds.png
554,stuttgart_000084_000019,fullImages\stuttgart_000084_000019_leftImg8bit.png,fullImages\stuttgart_000084_000019_gtFine_polygons.json,fullImages\stuttgart_000084_000019_gtFine_labelIds.png
555,stuttgart_000088_000019,fullImages\stuttgart_000088_000019_leftImg8bit.png,fullImages\stuttgart_000088_000019_gtFine_polygons.json,fullImages\stuttgart_000088_000019_gtFine_labelIds.png
556,stuttgart_000090_000019,fullImages\stuttgart_000090_000019_leftImg8bit.png,fullImages\stuttgart_000090_000019_gtFine_polygons.json,fullImages\stuttgart_000090_000019_gtFine_labelIds.png
557,stuttgart_000092_000019,fullImages\stuttgart_000092_000019_leftImg8bit.png,fullImages\stuttgart_000092_000019_gtFine_polygons.json,fullImages\stuttgart_000092_000019_gtFine_labelIds.png
558,stuttgart_000100_000019,fullImages\stuttgart_000100_000019_leftImg8bit.png,fullImages\stuttgart_000100_000019_gtFine_polygons.json,fullImages\stuttgart_000100_000019_gtFine_labelIds.png
559,stuttgart_000101_000019,fullImages\stuttgart_000101_000019_leftImg8bit.png,fullImages\stuttgart_000101_000019_gtFine_polygons.json,fullImages\stuttgart_000101_000019_gtFine_labelIds.png
560,stuttgart_000102_000019,fullImages\stuttgart_000102_000019_leftImg8bit.png,fullImages\stuttgart_000102_000019_gtFine_polygons.json,fullImages\stuttgart_000102_000019_gtFine_labelIds.png
561,stuttgart_000105_000019,fullImages\stuttgart_000105_000019_leftImg8bit.png,fullImages\stuttgart_000105_000019_gtFine_polygons.json,fullImages\stuttgart_000105_000019_gtFine_labelIds.png
562,stuttgart_000109_000019,fullImages\stuttgart_000109_000019_leftImg8bit.png,fullImages\stuttgart_000109_000019_gtFine_polygons.json,fullImages\stuttgart_000109_000019_gtFine_labelIds.png
563,stuttgart_000110_000019,fullImages\stuttgart_000110_000019_leftImg8bit.png,fullImages\stuttgart_000110_000019_gtFine_polygons.json,fullImages\stuttgart_000110_000019_gtFine_labelIds.png
564,stuttgart_000121_000019,fullImages\stuttgart_000121_000019_leftImg8bit.png,fullImages\stuttgart_000121_000019_gtFine_polygons.json,fullImages\stuttgart_000121_000019_gtFine_labelIds.png
565,stuttgart_000126_000019,fullImages\stuttgart_000126_000019_leftImg8bit.png,fullImages\stuttgart_000126_000019_gtFine_polygons.json,fullImages\stuttgart_000126_000019_gtFine_labelIds.png
566,stuttgart_000133_000019,fullImages\stuttgart_000133_000019_leftImg8bit.png,fullImages\stuttgart_000133_000019_gtFine_polygons.json,fullImages\stuttgart_000133_000019_gtFine_labelIds.png
567,stuttgart_000137_000019,fullImages\stuttgart_000137_000019_leftImg8bit.png,fullImages\stuttgart_000137_000019_gtFine_polygons.json,fullImages\stuttgart_000137_000019_gtFine_labelIds.png
568,stuttgart_000142_000019,fullImages\stuttgart_000142_000019_leftImg8bit.png,fullImages\stuttgart_000142_000019_gtFine_polygons.json,fullImages\stuttgart_000142_000019_gtFine_labelIds.png
569,stuttgart_000156_000019,fullImages\stuttgart_000156_000019_leftImg8bit.png,fullImages\stuttgart_000156_000019_gtFine_polygons.json,fullImages\stuttgart_000156_000019_gtFine_labelIds.png
570,stuttgart_000157_000019,fullImages\stuttgart_000157_000019_leftImg8bit.png,fullImages\stuttgart_000157_000019_gtFine_polygons.json,fullImages\stuttgart_000157_000019_gtFine_labelIds.png
571,stuttgart_000166_000019,fullImages\stuttgart_000166_000019_leftImg8bit.png,fullImages\stuttgart_000166_000019_gtFine_polygons.json,fullImages\stuttgart_000166_000019_gtFine_labelIds.png
572,stuttgart_000168_000019,fullImages\stuttgart_000168_000019_leftImg8bit.png,fullImages\stuttgart_000168_000019_gtFine_polygons.json,fullImages\stuttgart_000168_000019_gtFine_labelIds.png
573,stuttgart_000169_000019,fullImages\stuttgart_000169_000019_leftImg8bit.png,fullImages\stuttgart_000169_000019_gtFine_polygons.json,fullImages\stuttgart_000169_000019_gtFine_labelIds.png
574,stuttgart_000170_000019,fullImages\stuttgart_000170_000019_leftImg8bit.png,fullImages\stuttgart_000170_000019_gtFine_polygons.json,fullImages\stuttgart_000170_000019_gtFine_labelIds.png
575,stuttgart_000171_000019,fullImages\stuttgart_000171_000019_leftImg8bit.png,fullImages\stuttgart_000171_000019_gtFine_polygons.json,fullImages\stuttgart_000171_000019_gtFine_labelIds.png
576,stuttgart_000173_000019,fullImages\stuttgart_000173_000019_leftImg8bit.png,fullImages\stuttgart_000173_000019_gtFine_polygons.json,fullImages\stuttgart_000173_000019_gtFine_labelIds.png
577,stuttgart_000174_000019,fullImages\stuttgart_000174_000019_leftImg8bit.png,fullImages\stuttgart_000174_000019_gtFine_polygons.json,fullImages\stuttgart_000174_000019_gtFine_labelIds.png
578,stuttgart_000175_000019,fullImages\stuttgart_000175_000019_leftImg8bit.png,fullImages\stuttgart_000175_000019_gtFine_polygons.json,fullImages\stuttgart_000175_000019_gtFine_labelIds.png
579,stuttgart_000176_000019,fullImages\stuttgart_000176_000019_leftImg8bit.png,fullImages\stuttgart_000176_000019_gtFine_polygons.json,fullImages\stuttgart_000176_000019_gtFine_labelIds.png
580,stuttgart_000177_000019,fullImages\stuttgart_000177_000019_leftImg8bit.png,fullImages\stuttgart_000177_000019_gtFine_polygons.json,fullImages\stuttgart_000177_000019_gtFine_labelIds.png
581,stuttgart_000184_000019,fullImages\stuttgart_000184_000019_leftImg8bit.png,fullImages\stuttgart_000184_000019_gtFine_polygons.json,fullImages\stuttgart_000184_000019_gtFine_labelIds.png
582,stuttgart_000185_000019,fullImages\stuttgart_000185_000019_leftImg8bit.png,fullImages\stuttgart_000185_000019_gtFine_polygons.json,fullImages\stuttgart_000185_000019_gtFine_labelIds.png
583,stuttgart_000190_000019,fullImages\stuttgart_000190_000019_leftImg8bit.png,fullImages\stuttgart_000190_000019_gtFine_polygons.json,fullImages\stuttgart_000190_000019_gtFine_labelIds.png
584,stuttgart_000192_000019,fullImages\stuttgart_000192_000019_leftImg8bit.png,fullImages\stuttgart_000192_000019_gtFine_polygons.json,fullImages\stuttgart_000192_000019_gtFine_labelIds.png
585,tubingen_000002_000019,fullImages\tubingen_000002_000019_leftImg8bit.png,fullImages\tubingen_000002_000019_gtFine_polygons.json,fullImages\tubingen_000002_000019_gtFine_labelIds.png
586,tubingen_000015_000019,fullImages\tubingen_000015_000019_leftImg8bit.png,fullImages\tubingen_000015_000019_gtFine_polygons.json,fullImages\tubingen_000015_000019_gtFine_labelIds.png
587,tubingen_000017_000019,fullImages\tubingen_000017_000019_leftImg8bit.png,fullImages\tubingen_000017_000019_gtFine_polygons.json,fullImages\tubingen_000017_000019_gtFine_labelIds.png
588,tubingen_000018_000019,fullImages\tubingen_000018_000019_leftImg8bit.png,fullImages\tubingen_000018_000019_gtFine_polygons.json,fullImages\tubingen_000018_000019_gtFine_labelIds.png
589,tubingen_000022_000019,fullImages\tubingen_000022_000019_leftImg8bit.png,fullImages\tubingen_000022_000019_gtFine_polygons.json,fullImages\tubingen_000022_000019_gtFine_labelIds.png
590,tubingen_000024_000019,fullImages\tubingen_000024_000019_leftImg8bit.png,fullImages\tubingen_000024_000019_gtFine_polygons.json,fullImages\tubingen_000024_000019_gtFine_labelIds.png
591,tubingen_000026_000019,fullImages\tubingen_000026_000019_leftImg8bit.png,fullImages\tubingen_000026_000019_gtFine_polygons.json,fullImages\tubingen_000026_000019_gtFine_labelIds.png
592,tubingen_000027_000019,fullImages\tubingen_000027_000019_leftImg8bit.png,fullImages\tubingen_000027_000019_gtFine_polygons.json,fullImages\tubingen_000027_000019_gtFine_labelIds.png
593,tubingen_000029_000019,fullImages\tubingen_000029_000019_leftImg8bit.png,fullImages\tubingen_000029_000019_gtFine_polygons.json,fullImages\tubingen_000029_000019_gtFine_labelIds.png
594,tubingen_000070_000019,fullImages\tubingen_000070_000019_leftImg8bit.png,fullImages\tubingen_000070_000019_gtFine_polygons.json,fullImages\tubingen_000070_000019_gtFine_labelIds.png
595,tubingen_000076_000019,fullImages\tubingen_000076_000019_leftImg8bit.png,fullImages\tubingen_000076_000019_gtFine_polygons.json,fullImages\tubingen_000076_000019_gtFine_labelIds.png
